year,month,region,sales_rep,brand,channel,units_sold,revenue_usd,target_usd,achieved_pct
2023,8,East,Sarah Kim,NovaBev,Retail,235,3428.65,3341.66,102.6
2023,8,East,Sarah Kim,NovaBev,Wholesale,942,7328.76,7524.99,97.4
2023,8,East,Sarah Kim,NovaBev,E-Commerce,1423,21999.58,27236.46,80.8
2023,8,East,Sarah Kim,PureLeaf,Retail,552,10598.4,9130.56,116.1
2023,8,East,Sarah Kim,PureLeaf,Wholesale,1868,13767.16,12410.9,110.9
2023,8,East,Sarah Kim,PureLeaf,E-Commerce,1621,12724.85,11969.37,106.3
2023,8,East,Sarah Kim,FrostDrink,Retail,456,4195.2,5212.3,80.5
2023,8,East,Sarah Kim,FrostDrink,Wholesale,1070,20137.4,23432.12,85.9
2023,8,East,Sarah Kim,FrostDrink,E-Commerce,359,1931.42,2015.83,95.8
2023,8,East,Sarah Kim,ZenWater,Retail,1083,6335.55,5658.45,112.0
2023,8,East,Sarah Kim,ZenWater,Wholesale,1824,33196.8,36093.9,92.0
2023,8,East,Sarah Kim,ZenWater,E-Commerce,1160,8560.8,8143.08,105.1
2023,8,East,Sarah Kim,BoostFuel,Retail,335,3695.05,3155.98,117.1
2023,8,East,Sarah Kim,BoostFuel,Wholesale,397,8198.05,9985.55,82.1
2023,8,East,Sarah Kim,BoostFuel,E-Commerce,620,10385.0,9658.15,107.5
2023,8,West,James Okafor,NovaBev,Retail,1573,18923.19,16771.85,112.8
2023,8,West,James Okafor,NovaBev,Wholesale,1932,38485.44,36982.59,104.1
2023,8,West,James Okafor,NovaBev,E-Commerce,1387,16588.52,15165.61,109.4
2023,8,West,James Okafor,PureLeaf,Retail,1225,25259.5,27663.76,91.3
2023,8,West,James Okafor,PureLeaf,Wholesale,1234,20237.6,18004.22,112.4
2023,8,West,James Okafor,PureLeaf,E-Commerce,1384,28039.84,29765.29,94.2
2023,8,West,James Okafor,FrostDrink,Retail,1665,14701.95,14154.2,103.9
2023,8,West,James Okafor,FrostDrink,Wholesale,1744,27450.56,34023.1,80.7
2023,8,West,James Okafor,FrostDrink,E-Commerce,402,9438.96,11498.45,82.1
2023,8,West,James Okafor,ZenWater,Retail,1943,37227.88,37100.75,100.3
2023,8,West,James Okafor,ZenWater,Wholesale,1407,12240.9,13702.59,89.3
2023,8,West,James Okafor,ZenWater,E-Commerce,419,3611.78,3582.63,100.8
2023,8,West,James Okafor,BoostFuel,Retail,977,13169.96,13903.53,94.7
2023,8,West,James Okafor,BoostFuel,Wholesale,1034,7506.84,9337.35,80.4
2023,8,West,James Okafor,BoostFuel,E-Commerce,453,6486.96,6862.5,94.5
2023,8,West,Meera Patel,NovaBev,Retail,1215,24603.75,27848.8,88.3
2023,8,West,Meera Patel,NovaBev,Wholesale,1341,26069.04,23016.33,113.3
2023,8,West,Meera Patel,NovaBev,E-Commerce,1211,8852.41,8528.81,103.8
2023,8,West,Meera Patel,PureLeaf,Retail,1429,28179.88,31697.25,88.9
2023,8,West,Meera Patel,PureLeaf,Wholesale,1922,26677.36,28586.56,93.3
2023,8,West,Meera Patel,PureLeaf,E-Commerce,795,19636.5,20052.49,97.9
2023,8,West,Meera Patel,FrostDrink,Retail,1954,12486.06,14813.75,84.3
2023,8,West,Meera Patel,FrostDrink,Wholesale,1174,27917.72,27833.31,100.3
2023,8,West,Meera Patel,FrostDrink,E-Commerce,226,5643.22,5906.53,95.5
2023,8,West,Meera Patel,ZenWater,Retail,415,5365.95,5682.89,94.4
2023,8,West,Meera Patel,ZenWater,Wholesale,1585,10619.5,9635.57,110.2
2023,8,West,Meera Patel,ZenWater,E-Commerce,1020,19278.0,23924.54,80.6
2023,8,West,Meera Patel,BoostFuel,Retail,1718,40390.18,50129.92,80.6
2023,8,West,Meera Patel,BoostFuel,Wholesale,332,4073.64,3787.0,107.6
2023,8,West,Meera Patel,BoostFuel,E-Commerce,610,10309.0,12847.74,80.2
2023,9,North,Alice Sharma,NovaBev,Retail,451,4356.66,4443.28,98.1
2023,9,North,Alice Sharma,NovaBev,Wholesale,1222,12916.54,14665.41,88.1
2023,9,North,Alice Sharma,NovaBev,E-Commerce,1391,23466.17,27045.26,86.8
2023,9,North,Alice Sharma,PureLeaf,Retail,1840,32899.2,33231.29,99.0
2023,9,North,Alice Sharma,PureLeaf,Wholesale,1174,21519.42,26470.08,81.3
2023,9,North,Alice Sharma,PureLeaf,E-Commerce,1192,18154.16,16501.22,110.0
2023,9,North,Alice Sharma,FrostDrink,Retail,1131,8097.96,7695.3,105.2
2023,9,North,Alice Sharma,FrostDrink,Wholesale,1218,11717.16,14376.5,81.5
2023,9,North,Alice Sharma,FrostDrink,E-Commerce,260,1817.4,1583.21,114.8
2023,9,North,Alice Sharma,ZenWater,Retail,339,5071.44,4364.99,116.2
2023,9,North,Alice Sharma,ZenWater,Wholesale,566,7159.9,8031.13,89.2
2023,9,North,Alice Sharma,ZenWater,E-Commerce,512,5662.72,6224.99,91.0
2023,9,North,Alice Sharma,BoostFuel,Retail,1756,11466.68,13194.07,86.9
2023,9,North,Alice Sharma,BoostFuel,Wholesale,1771,26281.64,27238.52,96.5
2023,9,North,Alice Sharma,BoostFuel,E-Commerce,801,14610.24,15283.77,95.6
2023,9,North,Raj Mehta,NovaBev,Retail,735,11649.75,13674.39,85.2
2023,9,North,Raj Mehta,NovaBev,Wholesale,1307,20820.51,25630.72,81.2
2023,9,North,Raj Mehta,NovaBev,E-Commerce,264,6549.84,7873.24,83.2
2023,9,North,Raj Mehta,PureLeaf,Retail,443,5612.81,5477.11,102.5
2023,9,North,Raj Mehta,PureLeaf,Wholesale,970,13434.5,11612.68,115.7
2023,9,North,Raj Mehta,PureLeaf,E-Commerce,562,9065.06,10824.99,83.7
2023,9,North,Raj Mehta,FrostDrink,Retail,820,18605.8,17036.54,109.2
2023,9,North,Raj Mehta,FrostDrink,Wholesale,1082,8320.58,9454.59,88.0
2023,9,North,Raj Mehta,FrostDrink,E-Commerce,1198,24295.44,26179.36,92.8
2023,9,North,Raj Mehta,ZenWater,Retail,1204,21912.8,24633.27,89.0
2023,9,North,Raj Mehta,ZenWater,Wholesale,1371,19742.4,21221.15,93.0
2023,9,North,Raj Mehta,ZenWater,E-Commerce,520,7867.6,7919.16,99.3
2023,9,North,Raj Mehta,BoostFuel,Retail,1213,20402.66,20425.49,99.9
2023,9,North,Raj Mehta,BoostFuel,Wholesale,1585,19115.1,23724.0,80.6
2023,9,North,Raj Mehta,BoostFuel,E-Commerce,856,5332.88,5792.5,92.1
2023,9,South,Carlos Rivera,NovaBev,Retail,462,10043.88,9938.93,101.1
2023,9,South,Carlos Rivera,NovaBev,Wholesale,1719,28672.92,33148.12,86.5
2023,9,South,Carlos Rivera,NovaBev,E-Commerce,1480,17508.4,15563.92,112.5
2023,9,South,Carlos Rivera,PureLeaf,Retail,906,22505.04,22837.48,98.5
2023,9,South,Carlos Rivera,PureLeaf,Wholesale,315,5739.3,5446.86,105.4
2023,9,South,Carlos Rivera,PureLeaf,E-Commerce,1527,17163.48,15172.12,113.1
2023,9,South,Carlos Rivera,FrostDrink,Retail,1609,10152.79,9868.16,102.9
2023,9,South,Carlos Rivera,FrostDrink,Wholesale,891,7484.4,7973.63,93.9
2023,9,South,Carlos Rivera,FrostDrink,E-Commerce,276,3924.72,4691.4,83.7
2023,9,South,Carlos Rivera,ZenWater,Retail,1363,20853.9,21239.05,98.2
2023,9,South,Carlos Rivera,ZenWater,Wholesale,241,4559.72,4948.19,92.1
2023,9,South,Carlos Rivera,ZenWater,E-Commerce,848,10642.4,10707.53,99.4
2023,9,South,Carlos Rivera,BoostFuel,Retail,1372,9535.4,9967.77,95.7
2023,9,South,Carlos Rivera,BoostFuel,Wholesale,1614,29859.0,29392.81,101.6
2023,9,South,Carlos Rivera,BoostFuel,E-Commerce,1229,26091.67,29143.22,89.5
2023,9,South,Priya Nair,NovaBev,Retail,541,9359.3,9315.63,100.5
2023,9,South,Priya Nair,NovaBev,Wholesale,1092,9871.68,10900.09,90.6
2023,9,South,Priya Nair,NovaBev,E-Commerce,1812,11796.12,14038.96,84.0
2023,9,South,Priya Nair,PureLeaf,Retail,638,6858.5,5960.12,115.1
2023,9,South,Priya Nair,PureLeaf,Wholesale,1374,17916.96,16848.29,106.3
2023,9,South,Priya Nair,PureLeaf,E-Commerce,1721,41579.36,47279.17,87.9
2023,9,South,Priya Nair,FrostDrink,Retail,1384,9535.76,9390.2,101.6
2023,9,South,Priya Nair,FrostDrink,Wholesale,337,5503.21,5846.75,94.1
2023,9,South,Priya Nair,FrostDrink,E-Commerce,1074,9870.06,11530.8,85.6
2023,9,South,Priya Nair,ZenWater,Retail,1534,32934.98,34642.85,95.1
2023,9,South,Priya Nair,ZenWater,Wholesale,814,11119.24,11852.88,93.8
2023,9,South,Priya Nair,ZenWater,E-Commerce,609,8093.61,7693.02,105.2
2023,9,South,Priya Nair,BoostFuel,Retail,1255,17645.3,20386.97,86.6
2023,9,South,Priya Nair,BoostFuel,Wholesale,569,12870.78,14172.5,90.8
2023,9,South,Priya Nair,BoostFuel,E-Commerce,1257,27968.25,30226.33,92.5
2023,9,East,Tom Zhang,NovaBev,Retail,636,11587.92,13668.68,84.8
2023,9,East,Tom Zhang,NovaBev,Wholesale,1157,11986.52,13247.15,90.5
2023,9,East,Tom Zhang,NovaBev,E-Commerce,1856,32090.24,37149.19,86.4
2023,9,East,Tom Zhang,PureLeaf,Retail,1088,25774.72,29399.83,87.7
2023,9,East,Tom Zhang,PureLeaf,Wholesale,322,4974.9,4953.56,100.4
2023,9,East,Tom Zhang,PureLeaf,E-Commerce,502,4924.62,5656.29,87.1
2023,9,East,Tom Zhang,FrostDrink,Retail,1767,19454.67,19924.61,97.6
2023,9,East,Tom Zhang,FrostDrink,Wholesale,852,18914.4,22970.69,82.3
2023,9,East,Tom Zhang,FrostDrink,E-Commerce,1498,13586.86,13790.33,98.5
2023,9,East,Tom Zhang,ZenWater,Retail,1886,20255.64,18518.39,109.4
2023,9,East,Tom Zhang,ZenWater,Wholesale,1606,27334.12,27671.6,98.8
2023,9,East,Tom Zhang,ZenWater,E-Commerce,432,3456.0,2975.9,116.1
2023,9,East,Tom Zhang,BoostFuel,Retail,1832,39461.28,40868.62,96.6
2023,9,East,Tom Zhang,BoostFuel,Wholesale,1346,33421.18,34049.75,98.2
2023,9,East,Tom Zhang,BoostFuel,E-Commerce,275,2486.0,2384.28,104.3
2023,9,East,Sarah Kim,NovaBev,Retail,259,2634.03,3085.54,85.4
2023,9,East,Sarah Kim,NovaBev,Wholesale,1548,24783.48,27453.1,90.3
2023,9,East,Sarah Kim,NovaBev,E-Commerce,286,6944.08,7251.96,95.8
2023,9,East,Sarah Kim,PureLeaf,Retail,240,1466.4,1772.29,82.7
2023,9,East,Sarah Kim,PureLeaf,Wholesale,842,14339.26,17162.21,83.6
2023,9,East,Sarah Kim,PureLeaf,E-Commerce,1033,23697.02,26509.12,89.4
2023,9,East,Sarah Kim,FrostDrink,Retail,384,4968.96,5892.81,84.3
2023,9,East,Sarah Kim,FrostDrink,Wholesale,1925,15034.25,13452.24,111.8
2023,9,East,Sarah Kim,FrostDrink,E-Commerce,1704,25560.0,22959.45,111.3
2023,9,East,Sarah Kim,ZenWater,Retail,1560,33664.8,41403.32,81.3
2023,9,East,Sarah Kim,ZenWater,Wholesale,1275,12801.0,15410.18,83.1
2023,9,East,Sarah Kim,ZenWater,E-Commerce,687,11679.0,13539.19,86.3
2023,9,East,Sarah Kim,BoostFuel,Retail,841,9747.19,10563.33,92.3
2023,9,East,Sarah Kim,BoostFuel,Wholesale,998,21077.76,24188.49,87.1
2023,9,East,Sarah Kim,BoostFuel,E-Commerce,1066,9977.76,8907.4,112.0
2023,9,West,James Okafor,NovaBev,Retail,638,15567.2,15968.68,97.5
2023,9,West,James Okafor,NovaBev,Wholesale,720,16027.2,13981.65,114.6
2023,9,West,James Okafor,NovaBev,E-Commerce,1292,16137.08,19840.29,81.3
2023,9,West,James Okafor,PureLeaf,Retail,848,13491.68,14030.56,96.2
2023,9,West,James Okafor,PureLeaf,Wholesale,704,17086.08,20533.6,83.2
2023,9,West,James Okafor,PureLeaf,E-Commerce,496,6080.96,6909.6,88.0
2023,9,West,James Okafor,FrostDrink,Retail,1882,21003.12,23274.8,90.2
2023,9,West,James Okafor,FrostDrink,Wholesale,1440,8208.0,9404.56,87.3
2023,9,West,James Okafor,FrostDrink,E-Commerce,1836,43733.52,49255.88,88.8
2023,9,West,James Okafor,ZenWater,Retail,1815,33450.45,31817.84,105.1
2023,9,West,James Okafor,ZenWater,Wholesale,987,11044.53,13622.25,81.1
2023,9,West,James Okafor,ZenWater,E-Commerce,943,21745.58,24444.19,89.0
2023,9,West,James Okafor,BoostFuel,Retail,1295,28930.3,34515.55,83.8
2023,9,West,James Okafor,BoostFuel,Wholesale,995,5134.2,6337.14,81.0
2023,9,West,James Okafor,BoostFuel,E-Commerce,723,7967.46,9756.39,81.7
2023,9,West,Meera Patel,NovaBev,Retail,1749,16982.79,15864.55,107.0
2023,9,West,Meera Patel,NovaBev,Wholesale,528,12312.96,13575.54,90.7
2023,9,West,Meera Patel,NovaBev,E-Commerce,1863,37874.79,38348.81,98.8
2023,9,West,Meera Patel,PureLeaf,Retail,269,2819.12,2486.57,113.4
2023,9,West,Meera Patel,PureLeaf,Wholesale,1796,42762.76,44406.41,96.3
2023,9,West,Meera Patel,PureLeaf,E-Commerce,1045,24588.85,24173.03,101.7
2023,9,West,Meera Patel,FrostDrink,Retail,1065,24005.1,28280.32,84.9
2023,9,West,Meera Patel,FrostDrink,Wholesale,1888,15500.48,14793.47,104.8
2023,9,West,Meera Patel,FrostDrink,E-Commerce,335,4033.4,4399.82,91.7
2023,9,West,Meera Patel,ZenWater,Retail,1865,29746.75,29172.86,102.0
2023,9,West,Meera Patel,ZenWater,Wholesale,1623,9007.65,7844.22,114.8
2023,9,West,Meera Patel,ZenWater,E-Commerce,1513,13117.71,13476.64,97.3
2023,9,West,Meera Patel,BoostFuel,Retail,1512,11672.64,11792.46,99.0
2023,9,West,Meera Patel,BoostFuel,Wholesale,1486,16509.46,17835.56,92.6
2023,9,West,Meera Patel,BoostFuel,E-Commerce,426,3476.16,3672.72,94.6
2023,10,North,Alice Sharma,NovaBev,Retail,1772,38292.92,44238.47,86.6
2023,10,North,Alice Sharma,NovaBev,Wholesale,1934,32645.92,33107.09,98.6
2023,10,North,Alice Sharma,NovaBev,E-Commerce,854,11981.62,14370.78,83.4
2023,10,North,Alice Sharma,PureLeaf,Retail,473,4829.33,5432.93,88.9
2023,10,North,Alice Sharma,PureLeaf,Wholesale,1893,21864.15,21049.03,103.9
2023,10,North,Alice Sharma,PureLeaf,E-Commerce,372,4943.88,4561.99,108.4
2023,10,North,Alice Sharma,FrostDrink,Retail,1994,25024.7,29626.03,84.5
2023,10,North,Alice Sharma,FrostDrink,Wholesale,1368,12982.32,15958.43,81.4
2023,10,North,Alice Sharma,FrostDrink,E-Commerce,1343,24093.42,26518.45,90.9
2023,10,North,Alice Sharma,ZenWater,Retail,382,9351.36,8690.28,107.6
2023,10,North,Alice Sharma,ZenWater,Wholesale,1636,36057.44,31366.84,115.0
2023,10,North,Alice Sharma,ZenWater,E-Commerce,1465,19894.7,18980.8,104.8
2023,10,North,Alice Sharma,BoostFuel,Retail,382,9229.12,8472.79,108.9
2023,10,North,Alice Sharma,BoostFuel,Wholesale,1361,10003.35,11378.14,87.9
2023,10,North,Alice Sharma,BoostFuel,E-Commerce,1091,22332.77,27275.32,81.9
2023,10,North,Raj Mehta,NovaBev,Retail,1894,34982.18,31393.18,111.4
2023,10,North,Raj Mehta,NovaBev,Wholesale,1661,15048.66,18486.09,81.4
2023,10,North,Raj Mehta,NovaBev,E-Commerce,1865,38493.6,37153.44,103.6
2023,10,North,Raj Mehta,PureLeaf,Retail,1212,15319.68,15664.73,97.8
2023,10,North,Raj Mehta,PureLeaf,Wholesale,623,10591.0,13218.45,80.1
2023,10,North,Raj Mehta,PureLeaf,E-Commerce,779,15213.87,14084.17,108.0
2023,10,North,Raj Mehta,FrostDrink,Retail,569,7493.73,6807.13,110.1
2023,10,North,Raj Mehta,FrostDrink,Wholesale,794,19468.88,18382.4,105.9
2023,10,North,Raj Mehta,FrostDrink,E-Commerce,1123,25997.45,25941.69,100.2
2023,10,North,Raj Mehta,ZenWater,Retail,1601,28721.94,25398.68,113.1
2023,10,North,Raj Mehta,ZenWater,Wholesale,1160,8885.6,8701.65,102.1
2023,10,North,Raj Mehta,ZenWater,E-Commerce,1619,20966.05,19600.89,107.0
2023,10,North,Raj Mehta,BoostFuel,Retail,985,18882.45,21609.86,87.4
2023,10,North,Raj Mehta,BoostFuel,Wholesale,724,4677.04,5017.53,93.2
2023,10,North,Raj Mehta,BoostFuel,E-Commerce,306,3567.96,3367.93,105.9
2023,10,South,Carlos Rivera,NovaBev,Retail,925,23060.25,28265.61,81.6
2023,10,South,Carlos Rivera,NovaBev,Wholesale,1843,31257.28,35923.89,87.0
2023,10,South,Carlos Rivera,NovaBev,E-Commerce,293,1497.23,1574.81,95.1
2023,10,South,Carlos Rivera,PureLeaf,Retail,980,10829.0,10914.32,99.2
2023,10,South,Carlos Rivera,PureLeaf,Wholesale,959,7326.76,8842.6,82.9
2023,10,South,Carlos Rivera,PureLeaf,E-Commerce,284,4717.24,4500.8,104.8
2023,10,South,Carlos Rivera,FrostDrink,Retail,1231,18292.66,18030.54,101.5
2023,10,South,Carlos Rivera,FrostDrink,Wholesale,1158,8847.12,8642.99,102.4
2023,10,South,Carlos Rivera,FrostDrink,E-Commerce,1286,17566.76,16761.54,104.8
2023,10,South,Carlos Rivera,ZenWater,Retail,841,4945.08,4456.25,111.0
2023,10,South,Carlos Rivera,ZenWater,Wholesale,1985,48572.95,46746.62,103.9
2023,10,South,Carlos Rivera,ZenWater,E-Commerce,938,22061.76,21249.23,103.8
2023,10,South,Carlos Rivera,BoostFuel,Retail,1995,20468.7,24190.64,84.6
2023,10,South,Carlos Rivera,BoostFuel,Wholesale,740,11351.6,11627.56,97.6
2023,10,South,Carlos Rivera,BoostFuel,E-Commerce,537,6073.47,7578.63,80.1
2023,10,South,Priya Nair,NovaBev,Retail,1764,42336.0,45395.62,93.3
2023,10,South,Priya Nair,NovaBev,Wholesale,1546,27410.58,28123.14,97.5
2023,10,South,Priya Nair,NovaBev,E-Commerce,586,4670.42,4399.28,106.2
2023,10,South,Priya Nair,PureLeaf,Retail,273,3931.2,3598.71,109.2
2023,10,South,Priya Nair,PureLeaf,Wholesale,1156,15871.88,19809.39,80.1
2023,10,South,Priya Nair,PureLeaf,E-Commerce,1213,7059.66,7007.48,100.7
2023,10,South,Priya Nair,FrostDrink,Retail,1652,26795.44,27682.47,96.8
2023,10,South,Priya Nair,FrostDrink,Wholesale,430,9425.6,11280.1,83.6
2023,10,South,Priya Nair,FrostDrink,E-Commerce,453,5431.47,5059.38,107.4
2023,10,South,Priya Nair,ZenWater,Retail,781,6724.41,6168.42,109.0
2023,10,South,Priya Nair,ZenWater,Wholesale,1241,26619.45,28623.87,93.0
2023,10,South,Priya Nair,ZenWater,E-Commerce,1558,26034.18,28205.92,92.3
2023,10,South,Priya Nair,BoostFuel,Retail,208,3228.16,3480.97,92.7
2023,10,South,Priya Nair,BoostFuel,Wholesale,1052,24627.32,23358.1,105.4
2023,10,South,Priya Nair,BoostFuel,E-Commerce,1220,22618.8,27254.46,83.0
2023,10,East,Tom Zhang,NovaBev,Retail,253,2704.57,3360.52,80.5
2023,10,East,Tom Zhang,NovaBev,Wholesale,449,5783.12,6281.25,92.1
2023,10,East,Tom Zhang,NovaBev,E-Commerce,417,9065.58,8263.37,109.7
2023,10,East,Tom Zhang,PureLeaf,Retail,366,5197.2,5888.86,88.3
2023,10,East,Tom Zhang,PureLeaf,Wholesale,1182,16642.56,20504.98,81.2
2023,10,East,Tom Zhang,PureLeaf,E-Commerce,1416,25714.56,25245.8,101.9
2023,10,East,Tom Zhang,FrostDrink,Retail,289,5236.68,6442.99,81.3
2023,10,East,Tom Zhang,FrostDrink,Wholesale,865,20716.75,25894.46,80.0
2023,10,East,Tom Zhang,FrostDrink,E-Commerce,1832,30008.16,28044.03,107.0
2023,10,East,Tom Zhang,ZenWater,Retail,299,6287.97,6056.46,103.8
2023,10,East,Tom Zhang,ZenWater,Wholesale,1834,11205.74,9841.89,113.9
2023,10,East,Tom Zhang,ZenWater,E-Commerce,1433,18098.79,18271.51,99.1
2023,10,East,Tom Zhang,BoostFuel,Retail,564,5527.2,6402.44,86.3
2023,10,East,Tom Zhang,BoostFuel,Wholesale,1016,6888.48,8203.75,84.0
2023,10,East,Tom Zhang,BoostFuel,E-Commerce,533,6806.41,6881.0,98.9
2023,10,East,Sarah Kim,NovaBev,Retail,1525,30576.25,33989.35,90.0
2023,10,East,Sarah Kim,NovaBev,Wholesale,446,4892.62,5726.52,85.4
2023,10,East,Sarah Kim,NovaBev,E-Commerce,1707,36068.91,35132.58,102.7
2023,10,East,Sarah Kim,PureLeaf,Retail,1602,27346.14,27171.61,100.6
2023,10,East,Sarah Kim,PureLeaf,Wholesale,396,8569.44,9041.28,94.8
2023,10,East,Sarah Kim,PureLeaf,E-Commerce,1202,16719.82,16807.36,99.5
2023,10,East,Sarah Kim,FrostDrink,Retail,749,12178.74,12412.92,98.1
2023,10,East,Sarah Kim,FrostDrink,Wholesale,1749,23524.05,23460.4,100.3
2023,10,East,Sarah Kim,FrostDrink,E-Commerce,581,7948.08,8110.28,98.0
2023,10,East,Sarah Kim,ZenWater,Retail,282,4306.14,5336.64,80.7
2023,10,East,Sarah Kim,ZenWater,Wholesale,1585,15025.8,16896.43,88.9
2023,10,East,Sarah Kim,ZenWater,E-Commerce,517,12206.37,12949.88,94.3
2023,10,East,Sarah Kim,BoostFuel,Retail,1525,23622.25,22825.74,103.5
2023,10,East,Sarah Kim,BoostFuel,Wholesale,1095,7205.1,8434.42,85.4
2023,10,East,Sarah Kim,BoostFuel,E-Commerce,815,6495.55,5853.24,111.0
2023,10,West,James Okafor,NovaBev,Retail,815,17791.45,18845.36,94.4
2023,10,West,James Okafor,NovaBev,Wholesale,805,13177.85,14105.54,93.4
2023,10,West,James Okafor,NovaBev,E-Commerce,292,4458.84,4700.78,94.9
2023,10,West,James Okafor,PureLeaf,Retail,1045,7200.05,8023.32,89.7
2023,10,West,James Okafor,PureLeaf,Wholesale,1364,28998.64,28771.96,100.8
2023,10,West,James Okafor,PureLeaf,E-Commerce,1399,9289.36,9766.63,95.1
2023,10,West,James Okafor,FrostDrink,Retail,433,8577.73,8879.25,96.6
2023,10,West,James Okafor,FrostDrink,Wholesale,1810,15638.4,15750.73,99.3
2023,10,West,James Okafor,FrostDrink,E-Commerce,370,4932.1,5581.91,88.4
2023,10,West,James Okafor,ZenWater,Retail,842,14095.08,14546.11,96.9
2023,10,West,James Okafor,ZenWater,Wholesale,1572,22008.0,25818.32,85.2
2023,10,West,James Okafor,ZenWater,E-Commerce,899,21872.67,26215.22,83.4
2023,10,West,James Okafor,BoostFuel,Retail,583,5375.26,4737.15,113.5
2023,10,West,James Okafor,BoostFuel,Wholesale,1437,14643.03,16390.87,89.3
2023,10,West,James Okafor,BoostFuel,E-Commerce,1088,17070.72,14550.04,117.3
2023,10,West,Meera Patel,NovaBev,Retail,438,2308.26,2567.52,89.9
2023,10,West,Meera Patel,NovaBev,Wholesale,1142,21515.28,25764.81,83.5
2023,10,West,Meera Patel,NovaBev,E-Commerce,1724,29376.96,30689.79,95.7
2023,10,West,Meera Patel,PureLeaf,Retail,1466,31167.16,34180.96,91.2
2023,10,West,Meera Patel,PureLeaf,Wholesale,1614,29826.72,33588.39,88.8
2023,10,West,Meera Patel,PureLeaf,E-Commerce,1008,21258.72,18815.12,113.0
2023,10,West,Meera Patel,FrostDrink,Retail,476,2513.28,2248.79,111.8
2023,10,West,Meera Patel,FrostDrink,Wholesale,232,4389.44,4061.5,108.1
2023,10,West,Meera Patel,FrostDrink,E-Commerce,254,2331.72,2586.93,90.1
2023,10,West,Meera Patel,ZenWater,Retail,1530,15055.2,17868.05,84.3
2023,10,West,Meera Patel,ZenWater,Wholesale,1957,40705.6,37708.27,107.9
2023,10,West,Meera Patel,ZenWater,E-Commerce,816,16638.24,15128.59,110.0
2023,10,West,Meera Patel,BoostFuel,Retail,1064,5788.16,5304.51,109.1
2023,10,West,Meera Patel,BoostFuel,Wholesale,512,10127.36,10412.0,97.3
2023,10,West,Meera Patel,BoostFuel,E-Commerce,1193,17214.99,20553.3,83.8
2023,11,North,Alice Sharma,NovaBev,Retail,1398,13770.3,13328.72,103.3
2023,11,North,Alice Sharma,NovaBev,Wholesale,1898,41148.64,35814.5,114.9
2023,11,North,Alice Sharma,NovaBev,E-Commerce,216,1522.8,1810.69,84.1
2023,11,North,Alice Sharma,PureLeaf,Retail,1084,26655.56,31705.36,84.1
2023,11,North,Alice Sharma,PureLeaf,Wholesale,1709,28318.13,32351.52,87.5
2023,11,North,Alice Sharma,PureLeaf,E-Commerce,795,4563.3,4608.35,99.0
2023,11,North,Alice Sharma,FrostDrink,Retail,1251,21041.82,23032.34,91.4
2023,11,North,Alice Sharma,FrostDrink,Wholesale,1589,36705.9,43938.93,83.5
2023,11,North,Alice Sharma,FrostDrink,E-Commerce,674,13001.46,13798.76,94.2
2023,11,North,Alice Sharma,ZenWater,Retail,1064,17587.92,18841.98,93.3
2023,11,North,Alice Sharma,ZenWater,Wholesale,748,17099.28,17387.49,98.3
2023,11,North,Alice Sharma,ZenWater,E-Commerce,1169,8580.46,9430.6,91.0
2023,11,North,Alice Sharma,BoostFuel,Retail,1523,18184.62,20530.54,88.6
2023,11,North,Alice Sharma,BoostFuel,Wholesale,242,1991.66,2271.46,87.7
2023,11,North,Alice Sharma,BoostFuel,E-Commerce,1161,13792.68,13004.31,106.1
2023,11,North,Raj Mehta,NovaBev,Retail,649,10870.75,12218.61,89.0
2023,11,North,Raj Mehta,NovaBev,Wholesale,1433,31626.31,35930.01,88.0
2023,11,North,Raj Mehta,NovaBev,E-Commerce,1159,8831.58,8543.3,103.4
2023,11,North,Raj Mehta,PureLeaf,Retail,1656,21213.36,21568.57,98.4
2023,11,North,Raj Mehta,PureLeaf,Wholesale,1578,28482.9,28314.91,100.6
2023,11,North,Raj Mehta,PureLeaf,E-Commerce,1167,24507.0,29109.72,84.2
2023,11,North,Raj Mehta,FrostDrink,Retail,1473,13463.22,15163.34,88.8
2023,11,North,Raj Mehta,FrostDrink,Wholesale,376,6895.84,6217.56,110.9
2023,11,North,Raj Mehta,FrostDrink,E-Commerce,608,4943.04,5174.74,95.5
2023,11,North,Raj Mehta,ZenWater,Retail,1825,24309.0,30325.65,80.2
2023,11,North,Raj Mehta,ZenWater,Wholesale,821,7955.49,8534.11,93.2
2023,11,North,Raj Mehta,ZenWater,E-Commerce,237,2886.66,2754.81,104.8
2023,11,North,Raj Mehta,BoostFuel,Retail,1586,12957.62,15305.27,84.7
2023,11,North,Raj Mehta,BoostFuel,Wholesale,1231,6942.84,6078.22,114.2
2023,11,North,Raj Mehta,BoostFuel,E-Commerce,1081,7869.68,7402.82,106.3
2023,11,South,Carlos Rivera,NovaBev,Retail,1350,12798.0,12198.14,104.9
2023,11,South,Carlos Rivera,NovaBev,Wholesale,896,18547.2,21473.01,86.4
2023,11,South,Carlos Rivera,NovaBev,E-Commerce,1777,40071.35,38348.14,104.5
2023,11,South,Carlos Rivera,PureLeaf,Retail,509,11233.63,13474.5,83.4
2023,11,South,Carlos Rivera,PureLeaf,Wholesale,1437,26426.43,29929.57,88.3
2023,11,South,Carlos Rivera,PureLeaf,E-Commerce,1096,22994.08,28399.04,81.0
